town,state,city_state,lat,lon,administrative_area_level_3,administrative_area_level_2,administrative_area_level_1,checked
Queesbury,New York,"Queesbury, New York",43.353627,-73.6771662,Queensbury,Warren County,New York,TRUE
Ramsen,New York,"Ramsen, New York",43.3270136,-75.1868317,Remsen,Oneida County,New York,TRUE
Reading,New York,"Reading, New York",42.4069975,-76.9412601,Reading,Schuyler County,New York,TRUE
Red Hook,New York,"Red Hook, New York",41.9950919,-73.8754114,Red Hook,Dutchess County,New York,TRUE
Red-Hook,New York,"Red-Hook, New York",41.9950919,-73.8754114,Red Hook,Dutchess County,New York,TRUE
Redfield,New York,"Redfield, New York",43.5331257,-75.8215792,Redfield,Oswego County,New York,TRUE
Redhook,New York,"Redhook, New York",41.9950919,-73.8754114,Red Hook,Dutchess County,New York,TRUE
Redman,New York,"Redman, New York",43.84987932186656,-75.91381072998047,NA,Monroe County,New York,TRUE
Remsen,New York,"Remsen, New York",43.3270136,-75.1868317,Remsen,Oneida County,New York,TRUE
Rennsaelerville,New York,"Rennsaelerville, New York",42.5161888,-74.1379131,Rensselaerville,Albany County,New York,TRUE
Rennselaerville,New York,"Rennselaerville, New York",42.5161888,-74.1379131,Rensselaerville,Albany County,New York,TRUE
Rensselaer,New York,"Rensselaer, New York",42.6425794,-73.742898,NA,Rensselaer County,New York,TRUE
Rensselaersville,New York,"Rensselaersville, New York",42.5161888,-74.1379131,Rensselaerville,Albany County,New York,TRUE
Rensselaerville,New York,"Rensselaerville, New York",42.5161888,-74.1379131,Rensselaerville,Albany County,New York,TRUE
Rensselaerwick,New York,"Rensselaerwick, New York",42.69511641335238,-73.70967864990234,NA,NA,New York,TRUE
Rensselaerwyck,New York,"Rensselaerwyck, New York",42.6963780642701,-73.71010780334473,NA,NA,New York,TRUE
Renssellaerwick,New York,"Renssellaerwick, New York",42.69858589169842,-73.7237548828125,NA,NA,New York,TRUE
Richfield,New York,"Richfield, New York",42.8572942,-75.0540468,Richfield,Otsego County,New York,TRUE
Richland,New York,"Richland, New York",43.5692838,-76.0502046,Richland,Oswego County,New York,TRUE
Ridgefield,New York,"Ridgefield, New York",42.86589941517495,-75.06134033203125,NA,Fairfield County,Connecticut,TRUE
Riga,New York,"Riga, New York",43.0695057,-77.8838984,Riga,Monroe County,New York,TRUE
River Head,New York,"River Head, New York",40.91351257612758,-72.65808105468749,NA,New York County,New York,TRUE
Riverhead,New York,"Riverhead, New York",40.9170435,-72.6620402,Riverhead,Suffolk County,New York,TRUE
Rockland,New York,"Rockland, New York",41.9625536359481,-74.76539611816406,NA,Rockland County,New York,TRUE
Rodman,New York,"Rodman, New York",43.8512135,-75.9406679,Rodman,Jefferson County,New York,TRUE
Romullus,New York,"Romullus, New York",42.752546100000004,-76.834038,NA,Seneca County,New York,TRUE
Romulus,New York,"Romulus, New York",42.752546100000004,-76.834038,NA,Seneca County,New York,TRUE
Rossie,New York,"Rossie, New York",44.3786699,-75.6549495,Rossie,St. Lawrence County,New York,TRUE
Rotterdam,New York,"Rotterdam, New York",42.7870209,-73.9709583,Rotterdam,Schenectady County,New York,TRUE
Roxbury,New York,"Roxbury, New York",42.3004166,-74.5547222,Roxbury,Delaware County,New York,TRUE
Rush,New York,"Rush, New York",42.9954553,-77.6298188,Rush,Monroe County,New York,TRUE
Russell,New York,"Russell, New York",44.4295059,-75.1499264,Russell,St. Lawrence County,New York,TRUE
Russia,New York,"Russia, New York",43.2586801,-75.0821053,Russia,Herkimer County,New York,TRUE
Rutland,New York,"Rutland, New York",43.9410279,-75.7836589,Rutland,Jefferson County,New York,TRUE
Salem,New York,"Salem, New York",43.1722983,-73.3276101,Salem,Washington County,New York,TRUE
Salibury,New York,"Salibury, New York",40.7456559,-73.5601266,Hempstead,Nassau County,New York,TRUE
Salina,New York,"Salina, New York",43.1071066,-76.1725774,Salina,Onondaga County,New York,TRUE
Salisbury,New York,"Salisbury, New York",40.7456559,-73.5601266,Hempstead,Nassau County,New York,TRUE
Sandlake,New York,"Sandlake, New York",42.6373017,-73.5406697,Sand Lake,Rensselaer County,New York,TRUE
Sangerfield,New York,"Sangerfield, New York",42.9139589,-75.3790591,Sangerfield,Oneida County,New York,TRUE
Sangersfield,New York,"Sangersfield, New York",42.9139589,-75.3790591,Sangerfield,Oneida County,New York,TRUE
Sangertius,New York,"Sangertius, New York",42.08191667830631,-73.95721435546875,NA,NA,New York,TRUE
Sangertuis,New York,"Sangertuis, New York",42.0775906,-73.9529126,Saugerties,Ulster County,New York,TRUE
Saranac,New York,"Saranac, New York",44.6514318,-73.7434754,Saranac,Clinton County,New York,TRUE
Saratoga,New York,"Saratoga, New York",43.05484087957652,-73.656463623046875,NA,Saratoga County,New York,TRUE
Saratoga (E.H.R.),New York,"Saratoga (E.H.R.), New York",43.0324245,-73.9359821,NA,Saratoga County,New York,NA
Scaghiticoke,New York,"Scaghiticoke, New York",42.9000773,-73.5853939,Schaghticoke,Rensselaer County,New York,TRUE
Scaghticoke,New York,"Scaghticoke, New York",42.9000773,-73.5853939,Schaghticoke,Rensselaer County,New York,TRUE
Scaticoke,New York,"Scaticoke, New York",42.9000773,-73.5853939,Schaghticoke,Rensselaer County,New York,TRUE
Scatikoke,New York,"Scatikoke, New York",42.9000773,-73.5853939,Schaghticoke,Rensselaer County,New York,TRUE
Schaghtcoke,New York,"Schaghtcoke, New York",42.9000773,-73.5853939,Schaghticoke,Rensselaer County,New York,TRUE
Schaghticoke,New York,"Schaghticoke, New York",42.9000773,-73.5853939,Schaghticoke,Rensselaer County,New York,TRUE
Schaghtioke,New York,"Schaghtioke, New York",42.9000773,-73.5853939,Schaghticoke,Rensselaer County,New York,TRUE
Schagticoke,New York,"Schagticoke, New York",42.9000773,-73.5853939,Schaghticoke,Rensselaer County,New York,TRUE
Scharoon,New York,"Scharoon, New York",43.8383684,-73.7618292,Schroon,Essex County,New York,TRUE
Schaticocke,New York,"Schaticocke, New York",42.9000773,-73.5853939,Schaghticoke,Rensselaer County,New York,TRUE
Schaticoke,New York,"Schaticoke, New York",42.9000773,-73.5853939,Schaghticoke,Rensselaer County,New York,TRUE
Schaticook,New York,"Schaticook, New York",42.9000773,-73.5853939,Schaghticoke,Rensselaer County,New York,TRUE
Schaughitocke,New York,"Schaughitocke, New York",42.9000773,-73.5853939,Schaghticoke,Rensselaer County,New York,TRUE
Schaughticok,New York,"Schaughticok, New York",42.9000773,-73.5853939,Schaghticoke,Rensselaer County,New York,TRUE
Schaughticoke,New York,"Schaughticoke, New York",42.9000773,-73.5853939,Schaghticoke,Rensselaer County,New York,TRUE
Schlosser,New York,"Schlosser, New York",40.8505859,-73.9700086,NA,Bergen County,New Jersey,TRUE
Schodach,New York,"Schodach, New York",42.5191196,-73.6771662,Schodack,Rensselaer County,New York,TRUE
Schodack,New York,"Schodack, New York",42.5191196,-73.6771662,Schodack,Rensselaer County,New York,TRUE
Schoharie,New York,"Schoharie, New York",42.6659087,-74.3095787,Schoharie,Schoharie County,New York,TRUE
Schoharry,New York,"Schoharry, New York",42.6659087,-74.3095787,Schoharie,Schoharie County,New York,TRUE
Schohary,New York,"Schohary, New York",42.6659087,-74.3095787,Schoharie,Schoharie County,New York,TRUE
Schreor,New York,"Schreor, New York",43.84047016946789,-73.76495361328124,NA,NA,New York,TRUE
Schroon,New York,"Schroon, New York",43.8383684,-73.7618292,Schroon,Essex County,New York,TRUE
Schuyler,New York,"Schuyler, New York",43.0986809,-75.0912706,Schuyler,Herkimer County,New York,TRUE
Scipio,New York,"Scipio, New York",42.7874635,-76.5719414,Scipio,Cayuga County,New York,TRUE
Sempronius,New York,"Sempronius, New York",42.7295134,-76.3152098,Sempronius,Cayuga County,New York,TRUE
Senaca,New York,"Senaca, New York",42.84425478015883,-77.056732177734375,NA,Seneca County,New York,TRUE
Seneca,New York,"Seneca, New York",42.84375132629021,-77.05535888671874,NA,Seneca County,New York,TRUE
Senneca,New York,"Senneca, New York",42.85180609584705,-77.04711914062499,NA,Seneca County,New York,TRUE
Shandaken,New York,"Shandaken, New York",42.1200896,-74.3954274,Shandaken,Ulster County,New York,TRUE
Sharon,New York,"Sharon, New York",42.7609688,-74.5324165,Sharon,Schoharie County,New York,TRUE
Shawangunk,New York,"Shawangunk, New York",41.6284438,-74.1944529,Shawangunk,Ulster County,New York,TRUE
Shawungonck,New York,"Shawungonck, New York",41.6284438,-74.1944529,Shawangunk,Ulster County,New York,TRUE
Shawungunk,New York,"Shawungunk, New York",41.6284438,-74.1944529,Shawangunk,Ulster County,New York,TRUE
Shelden,New York,"Shelden, New York",42.7372826,-78.4186302,Sheldon,Wyoming County,New York,TRUE
Sheldon,New York,"Sheldon, New York",42.7372826,-78.4186302,Sheldon,Wyoming County,New York,TRUE
Shelter Island,New York,"Shelter Island, New York",41.0681549,-72.3386939,Shelter Island,Suffolk County,New York,TRUE
Sherborn,New York,"Sherborn, New York",42.679406713370305,-75.50079345703125,Webster,Monroe County,New York,TRUE
Sherborne,New York,"Sherborne, New York",42.679406713370305,-75.49530029296875,Webster,Monroe County,New York,TRUE
Sherburne,New York,"Sherburne, New York",42.6781266,-75.4985123,Sherburne,Chenango County,New York,TRUE
Shetlter Island,New York,"Shetlter Island, New York",41.0681549,-72.3386939,Shelter Island,Suffolk County,New York,TRUE
Simpronius,New York,"Simpronius, New York",42.7295134,-76.3152098,Sempronius,Cayuga County,New York,TRUE
Smith Town,New York,"Smith Town, New York",40.8559314,-73.2006687,Smithtown,Suffolk County,New York,TRUE
Smithfield,New York,"Smithfield, New York",42.98079071688313,-75.69957733154297,Amenia,Dutchess County,New York,TRUE
Smithtown,New York,"Smithtown, New York",40.8559314,-73.2006687,Smithtown,Suffolk County,New York,TRUE
Smithville,New York,"Smithville, New York",42.4233064,-75.7548654,Smithville,Chenango County,New York,TRUE
Smyrna,New York,"Smyrna, New York",42.6872921,-75.5707376,Smyrna,Chenango County,New York,TRUE
Sodus,New York,"Sodus, New York",43.2378428,-77.0613618,Sodus,Wayne County,New York,TRUE
Solon,New York,"Solon, New York",42.5970144,-76.0168688,Solon,Cortland County,New York,TRUE
Somerstown,New York,"Somerstown, New York",41.300765657994674,-73.72444152832031,NA,Westchester County,New York,TRUE
South East,New York,"South East, New York",41.39741506646461,-73.59535217285156,NA,NA,New York,TRUE
South Hampton,New York,"South Hampton, New York",40.89093668840454,-72.38410949707031,Hampton,Washington County,New York,TRUE
South Hempstead,New York,"South Hempstead, New York",40.6809354,-73.6154064,Hempstead,Nassau County,New York,TRUE
South Hempsted,New York,"South Hempsted, New York",40.6809354,-73.6154064,Hempstead,Nassau County,New York,TRUE
South Hold,New York,"South Hold, New York",41.0648222,-72.4261962,Southold,Suffolk County,New York,TRUE
South Salem,New York,"South Salem, New York",41.2728649,-73.5523849,Lewisboro,Westchester County,New York,TRUE
South-East,New York,"South-East, New York",41.38299120166604,-73.60015869140625,NA,NA,New York,TRUE
Southeast,New York,"Southeast, New York",41.3917065,-73.6300729,Southeast,Putnam County,New York,TRUE
Southeastown,New York,"Southeastown, New York",41.38299120166604,-73.6138916015625,Pound Ridge,Westchester County,New York,TRUE
Southfield,New York,"Southfield, New York",41.2446759,-74.1758519,Tuxedo,Orange County,New York,TRUE
Southhold,New York,"Southhold, New York",41.0648222,-72.4261962,Southold,Suffolk County,New York,TRUE
Southold,New York,"Southold, New York",41.0648222,-72.4261962,Southold,Suffolk County,New York,TRUE
Spafford,New York,"Spafford, New York",42.804512,-76.2649296,Spafford,Onondaga County,New York,TRUE
Sparta,New York,"Sparta, New York",42.6054111,-77.6765184,Sparta,Livingston County,New York,TRUE
Springfield,New York,"Springfield, New York",42.836184,-74.8534838,Springfield,Otsego County,New York,TRUE
Springport,New York,"Springport, New York",42.8477265,-76.675922,Springport,Cayuga County,New York,TRUE
Stamford,New York,"Stamford, New York",42.4073024,-74.614318,NA,Delaware County,New York,TRUE
Standford,New York,"Standford, New York",41.9037411,-73.6771662,Stanford,Dutchess County,New York,TRUE
Stanford,New York,"Stanford, New York",41.9037411,-73.6771662,Stanford,Dutchess County,New York,TRUE
Stephen,New York,"Stephen, New York",42.551056983385934,-73.395538330078125,NA,Queens County,New York,TRUE
Stephen Town,New York,"Stephen Town, New York",42.5486929,-73.3739973,Stephentown,Rensselaer County,New York,TRUE
Stephen-Town,New York,"Stephen-Town, New York",42.5486929,-73.3739973,Stephentown,Rensselaer County,New York,TRUE
Stephenstown,New York,"Stephenstown, New York",42.5486929,-73.3739973,Stephentown,Rensselaer County,New York,TRUE
Stephentown,New York,"Stephentown, New York",42.5486929,-73.3739973,Stephentown,Rensselaer County,New York,TRUE
Sterling,New York,"Sterling, New York",43.3259005,-76.6449491,Sterling,Cayuga County,New York,TRUE
Steuben,New York,"Steuben, New York",43.3200694,-75.2829465,Steuben,Oneida County,New York,TRUE
Stevenstown,New York,"Stevenstown, New York",42.5486929,-73.3739973,Stephentown,Rensselaer County,New York,TRUE
Steventown,New York,"Steventown, New York",42.5486929,-73.3739973,Stephentown,Rensselaer County,New York,TRUE
Still Water,New York,"Still Water, New York",42.9384101,-73.6531731,Stillwater,Saratoga County,New York,TRUE
Stillwater,New York,"Stillwater, New York",42.9384101,-73.6531731,Stillwater,Saratoga County,New York,TRUE
Stockholm,New York,"Stockholm, New York",44.7563928,-74.8397652,Stockholm,St. Lawrence County,New York,TRUE
Stratford,New York,"Stratford, New York",43.1797921,-74.6968146,Salisbury,Herkimer County,New York,TRUE
Suffrage,New York,"Suffrage, New York",42.57937729240967,-74.958343505859375,NA,NA,New York,TRUE
Sullivan,New York,"Sullivan, New York",43.0545116,-75.8468569,Sullivan,Madison County,New York,TRUE
Sweden,New York,"Sweden, New York",43.1726909,-77.9510209,Sweden,Monroe County,New York,TRUE
Tennessee,New York,"Tennessee, New York",42.03552434403621,-78.21441650390625,NA,Cocke County,Tennessee,TRUE
Thompson,New York,"Thompson, New York",41.6543833,-74.663464,Thompson,Sullivan County,New York,TRUE
Thurman,New York,"Thurman, New York",43.5334001,-73.915959,Thurman,Warren County,New York,TRUE
Ticonderoga,New York,"Ticonderoga, New York",43.8486707,-73.4234531,Ticonderoga,Essex County,New York,TRUE
Tielly,New York,"Tielly, New York",42.79741601927622,-76.11328125,NA,Queens County,New York,TRUE
Tioga,New York,"Tioga, New York",42.056903,-76.34791,Tioga,Tioga County,New York,TRUE
Tolland,New York,"Tolland, New York",42.0813879,-73.0118668,NA,Hampden County,Massachusetts,TRUE
Tompkins,New York,"Tompkins, New York",42.4575747,-76.5488232,NA,Tompkins County,New York,TRUE
Trenton,New York,"Trenton, New York",43.228708,-75.2245693,Trenton,Oneida County,New York,TRUE
Troupsburg,New York,"Troupsburg, New York",42.0436813,-77.5460982,Troupsburg,Steuben County,New York,TRUE
Troupsburgh,New York,"Troupsburgh, New York",42.0436813,-77.5460982,Troupsburg,Steuben County,New York,TRUE
Truxton,New York,"Truxton, New York",42.7120125,-76.0285349,Truxton,Cortland County,New York,TRUE
Tully,New York,"Tully, New York",42.7981229,-76.1093695,Tully,Onondaga County,New York,TRUE
Turin,New York,"Turin, New York",43.6272915,-75.4112896,Turin,Lewis County,New York,TRUE
Turloch,New York,"Turloch, New York",42.74701217318067,-74.5751953125,NA,Durham Regional Municipality,Ontario,TRUE
Turnin,New York,"Turnin, New York",43.6272915,-75.4112896,Turin,Lewis County,New York,TRUE
Ulsysses,New York,"Ulsysses, New York",42.5236928,-76.6181655,Ulysses,Tompkins County,New York,TRUE
Ulysses,New York,"Ulysses, New York",42.5236928,-76.6181655,Ulysses,Tompkins County,New York,TRUE
Unadilla,New York,"Unadilla, New York",42.3253586,-75.3123969,Unadilla,Otsego County,New York,TRUE
Unandilla,New York,"Unandilla, New York",42.3253586,-75.3123969,Unadilla,Otsego County,New York,TRUE
Unknown,New York,"Unknown, New York",40.5089712,-74.2126853,NA,Richmond County,New York,NA
UNKNOWN,New York,"UNKNOWN, New York",40.5089712,-74.2126853,NA,Richmond County,New York,NA
Unknown Town,New York,"Unknown Town, New York",40.5089712,-74.2126853,NA,Richmond County,New York,NA
Unknown Town 1,New York,"Unknown Town 1, New York",40.7127837,-74.0059413,NA,NA,New York,NA
Unknown Town 2,New York,"Unknown Town 2, New York",40.7127837,-74.0059413,NA,NA,New York,NA
Unknown Town 3,New York,"Unknown Town 3, New York",40.7127837,-74.0059413,NA,NA,New York,NA
Unknown Town 4,New York,"Unknown Town 4, New York",40.7127837,-74.0059413,NA,NA,New York,NA
Unkown,New York,"Unkown, New York",41.4102096,-73.6730611,Carmel,Putnam County,New York,NA
Venice,New York,"Venice, New York",42.7106747,-76.5719414,Venice,Cayuga County,New York,TRUE
Vernon,New York,"Vernon, New York",43.0795135,-75.5393442,Vernon,Oneida County,New York,TRUE
Verona,New York,"Verona, New York",43.1381455,-75.5706945,Verona,Oneida County,New York,TRUE
Virgel,New York,"Virgel, New York",42.5106272,-76.1943742,Virgil,Cortland County,New York,TRUE
Virgil,New York,"Virgil, New York",42.5106272,-76.1943742,Virgil,Cortland County,New York,TRUE
Walkill,New York,"Walkill, New York",41.6056492,-74.1840358,Shawangunk,Ulster County,New York,TRUE
Wall Kill,New York,"Wall Kill, New York",41.6056492,-74.1840358,Shawangunk,Ulster County,New York,TRUE
Wallkill,New York,"Wallkill, New York",41.6056492,-74.1840358,Shawangunk,Ulster County,New York,TRUE
Warren,New York,"Warren, New York",42.8472949,-74.9209865,Warren,Herkimer County,New York,TRUE
Warrren,New York,"Warrren, New York",42.8472949,-74.9209865,Warren,Herkimer County,New York,TRUE
Warwarsink,New York,"Warwarsink, New York",41.7588883,-74.3573343,Wawarsing,Ulster County,New York,TRUE
Warwasing,New York,"Warwasing, New York",41.7588883,-74.3573343,Wawarsing,Ulster County,New York,TRUE
Washingnton,New York,"Washingnton, New York",41.79358445913614,-73.66985321044922,NA,Washington County,New York,TRUE
Washington,New York,"Washington, New York",41.789744876718984,-73.66058349609375,NA,Washington County,New York,TRUE
Water Vliet,New York,"Water Vliet, New York",42.7300783,-73.7012299,NA,Albany County,New York,TRUE
Water-Vliet,New York,"Water-Vliet, New York",42.7300783,-73.7012299,NA,Albany County,New York,TRUE
Waterford,New York,"Waterford, New York",42.7925777,-73.6812293,Waterford,Saratoga County,New York,TRUE
Watervliet,New York,"Watervliet, New York",42.7300783,-73.7012299,NA,Albany County,New York,TRUE
Watvervliet,New York,"Watvervliet, New York",42.7300783,-73.7012299,NA,Albany County,New York,TRUE
Wawarsink,New York,"Wawarsink, New York",41.7588883,-74.3573343,Wawarsing,Ulster County,New York,TRUE
Wayne,New York,"Wayne, New York",42.47918714391391,-77.12127685546875,Union,Wayne County,Iowa,TRUE
Wells,New York,"Wells, New York",43.3959017,-74.2895826,Wells,Hamilton County,New York,TRUE
Wesport,New York,"Wesport, New York",44.1839413,-73.4356831,Westport,Essex County,New York,TRUE
West Chester,New York,"West Chester, New York",40.82809886666084,-73.84254455566405,NA,NA,New York,TRUE
West-Chester,New York,"West-Chester, New York",40.83043687764923,-73.8446044921875,NA,NA,New York,TRUE
Westchester,New York,"Westchester, New York",40.83043687764923,-73.839111328125,NA,Westchester County,New York,TRUE
Westerlo,New York,"Westerlo, New York",42.5150785,-74.0454099,Westerlo,Albany County,New York,TRUE
Westerloo,New York,"Westerloo, New York",42.5150785,-74.0454099,Westerlo,Albany County,New York,TRUE
Western,New York,"Western, New York",43.3447295,-75.3878525,Western,Oneida County,New York,TRUE
Westmoreland,New York,"Westmoreland, New York",43.1162663,-75.4037358,NA,Oneida County,New York,TRUE
Westport,New York,"Westport, New York",44.1839413,-73.4356831,Westport,Essex County,New York,TRUE
Wheatland,New York,"Wheatland, New York",43.0134418,-77.8183052,Wheatland,Monroe County,New York,TRUE
Wheeler,New York,"Wheeler, New York",42.4303485,-77.3324807,Wheeler,Steuben County,New York,TRUE
Whites Town,New York,"Whites Town, New York",43.1381536,-75.329557,Whitestown,Oneida County,New York,TRUE
Whitestown,New York,"Whitestown, New York",43.1381536,-75.329557,Whitestown,Oneida County,New York,TRUE
Whitetown,New York,"Whitetown, New York",43.127405,-75.3240454,Whitestown,Oneida County,New York,TRUE
Wilksborough,New York,"Wilksborough, New York",44.35527821160296,-73.40789794921875,NA,Lackawanna County,Pennsylvania,TRUE
Wilksburgh,New York,"Wilksburgh, New York",44.35920579433503,-73.4161376953125,NA,NA,New York,TRUE
Williamson,New York,"Williamson, New York",43.2239229,-77.1861277,Williamson,Wayne County,New York,TRUE
Williamstown,New York,"Williamstown, New York",43.4239588,-75.8899148,Williamstown,Oswego County,New York,TRUE
Willink,New York,"Willink, New York",42.773164288664624,-78.62194061279295,NA,Erie County,New York,TRUE
Willisborough,New York,"Willisborough, New York",44.3584693926257,-73.41339111328125,NA,NA,New York,TRUE
Willsboro,New York,"Willsboro, New York",44.3579929,-73.3911945,Willsboro,Essex County,New York,TRUE
Willsborough,New York,"Willsborough, New York",44.3579929,-73.3911945,Willsboro,Essex County,New York,TRUE
Willsburough,New York,"Willsburough, New York",44.3579929,-73.3911945,Willsboro,Essex County,New York,TRUE
Wilmington,New York,"Wilmington, New York",44.3886137,-73.8154356,Wilmington,Essex County,New York,TRUE
Wilsborough,New York,"Wilsborough, New York",44.36853274822797,-73.420257568359375,NA,NA,New York,TRUE
Windham,New York,"Windham, New York",42.3073065,-74.2520875,Windham,Greene County,New York,TRUE
Windsor,New York,"Windsor, New York",42.0759128,-75.640462,Windsor,Broome County,New York,TRUE
Winsborough,New York,"Winsborough, New York",44.357242035876375,-73.41339111328125,Manlius,Onondaga County,New York,TRUE
Wolcott,New York,"Wolcott, New York",43.2206218,-76.8149578,Wolcott,Wayne County,New York,TRUE
Woodstock,New York,"Woodstock, New York",42.0409247,-74.1181971,Woodstock,Ulster County,New York,TRUE
Wookstock,New York,"Wookstock, New York",42.0409247,-74.1181971,Woodstock,Ulster County,New York,TRUE
Wooster,New York,"Wooster, New York",42.589488572714245,-74.7564697265625,NA,New York County,New York,TRUE
Worcester,New York,"Worcester, New York",42.591717,-74.7504996,Worcester,Otsego County,New York,TRUE
York,New York,"York, New York",41.2628399501437,-73.80366325378418,York,Livingston County,New York,TRUE
York Town,New York,"York Town, New York",41.263356094059326,-73.80340576171875,York,Livingston County,New York,TRUE
Yorktown,New York,"Yorktown, New York",41.2625965,-73.8183804,Yorktown,Westchester County,New York,TRUE
